esma_code,canonical_field,record_group,current_delivery_status,proposed_xml_level,proposed_cardinality,xml_path_known,xml_path,xsd_required,blocks_preview_xml,blocks_production_xml,gap_class,recommended_action,owner,risk_level,notes
RREL56,revised_interest_rate_index,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) ThrdRvsnData/IntrstRateIndx/Val,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'ThrdRvsnData/IntrstRateIndx/Val' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: ThrdRvsnData/IntrstRateIndx/Val; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL57,revised_interest_rate_index_tenor,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) ThrdRvsnData/IntrstRateIndxTenor/Val,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'ThrdRvsnData/IntrstRateIndxTenor/Val' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: ThrdRvsnData/IntrstRateIndxTenor/Val; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL58,number_of_payments_before_securitisation,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) NbPmntsBfrScrtstn/Nb,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'NbPmntsBfrScrtstn/Nb' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,leaf token hint: NbPmntsBfrScrtstn/Nb; ND allowed: ND1-4 (needs NoDataOptn wrapper)
RREL59,percentage_of_prepayments_allowed_per_year,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) PctgPrpymntsAllwdPerYr/Rate,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'PctgPrpymntsAllwdPerYr/Rate' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: PctgPrpymntsAllwdPerYr/Rate; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL60,prepayment_lock_out_end_date,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) PrpymtLckOutEndDt/Dt,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'PrpymtLckOutEndDt/Dt' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: PrpymtLckOutEndDt/Dt; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL61,Prepayment Fee,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL62,prepayment_fee_end_date,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) PrpymtFeeEndDt/Dt,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'PrpymtFeeEndDt/Dt' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: PrpymtFeeEndDt/Dt; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL63,prepayment_date,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) PrpymtDt/Dt,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'PrpymtDt/Dt' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: PrpymtDt/Dt; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL64,cumulative_prepayments,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL65,date_of_repurchase,RREL,mandatory,exposure,one_per_loan,false,(leaf-only) RepurchDt/Dt,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'RepurchDt/Dt' (intermediate wrappers + ND option),delivery_xml_schema_mapping,high,"leaf token hint: RepurchDt/Dt; ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL66,date_last_in_arrears,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL67,Arrears Balance,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules)
RREL68,Number Of Days In Arrears,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules)
RREL69,account_status,RREL,optional,exposure,one_per_loan,false,(leaf-only) AcctSts,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'AcctSts' (intermediate wrappers + ND option),delivery_xml_schema_mapping,medium,leaf token hint: AcctSts
RREL70,reason_for_default_or_foreclosure,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL71,Default Amount,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL72,default_date,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL73,Allocated Losses,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL74,Cumulative Recoveries,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL75,litigation,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL76,recourse,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL77,Deposit Amount,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND5 (needs NoDataOptn wrapper)
RREL78,insurance_or_investment_provider,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL79,original_lender_name,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL80,original_lender_legal_entity_identifier,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL81,original_lender_establishment_country,RREL,mandatory,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,high,"workbook_semantic absent (TBC/mismapped in delivery rules); ND allowed: ND1-4,ND5 (needs NoDataOptn wrapper)"
RREL82,Originator Name,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules)
RREL83,originator_legal_entity_identifier,RREL,optional,exposure,one_per_loan,false,(leaf-only) OrgntrId/LEICd,true,false,true,missing_field_xml_path,resolve full XSD path for leaf 'OrgntrId/LEICd' (intermediate wrappers + ND option),delivery_xml_schema_mapping,medium,leaf token hint: OrgntrId/LEICd
RREL84,Originator Establishment Country,RREL,optional,exposure,one_per_loan,false,,true,false,true,missing_exposure_record_mapping,no XSD path mapped (workbook_semantic TBC/mismapped) — map from XSD sequence,delivery_xml_schema_mapping,medium,workbook_semantic absent (TBC/mismapped in delivery rules)
