esma_code,canonical_field,current_mapping_status,proposed_mapping_status,xml_path,xsd_validated,workbook_evidenced,sample_evidenced,manual_review_required,blocks_production_xml_before_review,blocks_production_xml_after_review,promotion_recommendation,risk_level,notes
RREL25,original_term,confirmed,confirmed_by_xsd_sample,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IssncAndMtrtyDtls/OrgnlTerm,True,False,True,False,False,False,PROMOTE path: production-eligible XML path (XSD+sample). Production XML still requires DATA readiness (separate axis).,low,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL26,origination_channel,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/OrgtnChanl,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL27,purpose,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/Purp,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL28,currency_denomination,unresolved,unresolved,,False,False,False,True,True,True,DO NOT PROMOTE: no XSD/workbook/sample evidence; production-blocking.,high,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL29,original_principal_balance,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/BalDtls/OrgnlPrncplBal,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL30,current_principal_balance,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/BalDtls/CurPrncplBal,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL31,prior_principal_balances,confirmed,confirmed_by_xsd_sample,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/BalDtls/PrrPrncplBal,True,False,True,False,False,False,PROMOTE path: production-eligible XML path (XSD+sample). Production XML still requires DATA readiness (separate axis).,low,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL32,pari_passu_underlying_exposures,confirmed,confirmed_by_xsd_sample,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/BalDtls/PrpssUndrlygXpsr,True,False,True,False,False,False,PROMOTE path: production-eligible XML path (XSD+sample). Production XML still requires DATA readiness (separate axis).,low,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL33,total_credit_limit,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/BalDtls/TtlCdtLmt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL34,purchase_price,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/BalDtls/PurchsPric,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL35,amortisation_type,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/RpmtDtls/AmtstnTp,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL36,principal_grace_period_end_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/RpmtDtls/CmonData/GracePrdEndDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL37,scheduled_principal_payment_frequency,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/RpmtDtls/CmonData/SchdldPmtFrqcy,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL38,scheduled_interest_payment_frequency,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/RpmtDtls/CmonData/IntrstPmtFrqcy,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL39,payment_due,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PmtDtls/PmtDue,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL40,debt_to_income_ratio,confirmed,confirmed_by_xsd_sample,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/RskDtls/DebtToIncm,True,False,True,False,False,False,PROMOTE path: production-eligible XML path (XSD+sample). Production XML still requires DATA readiness (separate axis).,low,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL41,balloon_amount,confirmed,confirmed_by_xsd_sample,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/RpmtDtls/BllnAmt,True,False,True,False,False,False,PROMOTE path: production-eligible XML path (XSD+sample). Production XML still requires DATA readiness (separate axis).,low,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL42,interest_rate_type,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/Tp,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL43,current_interest_rate,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/CmonData/CurRate,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL44,current_interest_rate_index,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/CmonData/CurIndx,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL45,current_interest_rate_index_tenor,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/CmonData/CurTnor,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL46,current_interest_rate_margin,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/CurIntrstRateMrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL47,interest_rate_reset_interval,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/AddtlCmonData/RstIntrvl,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL48,interest_rate_cap,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/AddtlCmonData/Cap,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL49,interest_rate_floor,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/AddtlCmonData/Flr,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL50,revision_margin_1,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/FrstRvsnData/Mrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL51,interest_revision_date_1,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/FrstRvsnData/IntrstRvsnDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL52,revision_margin_2,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ScndRvsnData/Mrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL53,interest_revision_date_2,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ScndRvsnData/IntrstRvsnDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL54,revision_margin_3,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ThrdRvsnData/Mrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL55,interest_revision_date_3,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ThrdRvsnData/IntrstRvsnDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL56,revised_interest_rate_index,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/RvisdIntrstRateIndx,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL57,revised_interest_rate_index_tenor,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/RvisdIntrstRateIndxTnor,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL58,number_of_payments_before_securitisation,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PmtDtls/NbOfPmtsBfrScrtstn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL59,percentage_of_prepayments_allowed_per_year,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/AllwdPerYr,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL60,prepayment_lock_out_end_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/LckOutEndDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL61,prepayment_fee,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/Fee,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL62,prepayment_fee_end_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/FeeEndDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL63,prepayment_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/LatstDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL64,cumulative_prepayments,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/CmltvAmt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL65,date_of_repurchase,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/GnlAttrbts/RstrgDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL66,date_last_in_arrears,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/ArrearsDtls/DtLastInArrears,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL67,arrears_balance,unresolved,manual_review_required,,False,False,False,True,True,True,DO NOT PROMOTE: needs a manual ESMA-code -> XSD-element crosswalk.,high,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL68,number_of_days_in_arrears,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/ArrearsDtls/NbOfDaysInArrears,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
